"","acct_id_code","merchant_code","score","offer"
"13685",33237,"M3123",0.01,"No"
"13686",33237,"M3126",0.01,"No"
"13687",33237,"M3172",0.22,"Yes"
"13688",33237,"M3342",0.06,"No"
"13689",33237,"M3437",0.06,"Yes"
"13690",33237,"M3456",0.19,"Yes"
"13691",33237,"M382",0.55,"Yes"
"13692",33237,"M3868",0.04,"No"
"13693",33254,"M1008",0.05,"No"
"13694",33254,"M1707",0.01,"No"
"13695",33254,"M1883",0.01,"No"
"13696",33254,"M2168",0.3,"Yes"
"13697",33254,"M2203",0.02,"No"
"13698",33254,"M2493",0.02,"No"
"13699",33254,"M3123",0.06,"No"
"13700",33254,"M3126",0.04,"No"
"13701",33254,"M3172",0.24,"Yes"
"13702",33254,"M3342",0.33,"Yes"
"13703",33254,"M3437",0.11,"No"
"13704",33254,"M3456",0.34,"Yes"
"13705",33254,"M382",0.56,"Yes"
"13706",33254,"M3868",0.04,"No"
"13707",33275,"M1008",0,"No"
"13708",33275,"M1707",0,"No"
"13709",33275,"M1883",0.01,"No"
"13710",33275,"M2168",0.14,"Yes"
"13711",33275,"M2203",0,"No"
"13712",33275,"M2493",0,"No"
"13713",33275,"M3123",0.06,"No"
"13714",33275,"M3126",0.01,"No"
"13715",33275,"M3172",0.23,"Yes"
"13716",33275,"M3342",0.04,"No"
"13717",33275,"M3437",0.09,"No"
"13718",33275,"M3456",0.11,"Yes"
"13719",33275,"M382",0.33,"Yes"
"13720",33275,"M3868",0.56,"Yes"
"13721",33276,"M1008",0,"No"
"13722",33276,"M1707",0,"No"
"13723",33276,"M1883",0,"No"
"13724",33276,"M2168",0.1,"Yes"
"13725",33276,"M2203",0,"No"
"13726",33276,"M2493",0,"No"
"13727",33276,"M3123",0.03,"No"
"13728",33276,"M3126",0,"No"
"13729",33276,"M3172",0.22,"Yes"
"13730",33276,"M3342",0.16,"Yes"
"13731",33276,"M3437",0.21,"Yes"
"13732",33276,"M3456",0.21,"Yes"
"13733",33276,"M382",0.03,"No"
"13734",33276,"M3868",0.01,"No"
"13735",33277,"M1008",0.01,"No"
"13736",33277,"M1707",0,"No"
"13737",33277,"M1883",0,"No"
"13738",33277,"M2168",0.68,"Yes"
"13739",33277,"M2203",0.01,"No"
"13740",33277,"M2493",0,"No"
"13741",33277,"M3123",0.06,"No"
"13742",33277,"M3126",0,"No"
"13743",33277,"M3172",0.6,"Yes"
"13744",33277,"M3342",0.01,"No"
"13745",33277,"M3437",0.13,"Yes"
"13746",33277,"M3456",0.44,"Yes"
"13747",33277,"M382",0.1,"No"
"13748",33277,"M3868",0.44,"Yes"
"13749",33304,"M1008",0,"No"
"13750",33304,"M1707",0.01,"No"
"13751",33304,"M1883",0,"No"
"13752",33304,"M2168",0.52,"Yes"
"13753",33304,"M2203",0,"No"
"13754",33304,"M2493",0,"No"
"13755",33304,"M3123",0.02,"No"
"13756",33304,"M3126",0,"No"
"13757",33304,"M3172",0.29,"Yes"
"13758",33304,"M3342",0.46,"Yes"
"13759",33304,"M3437",0,"No"
"13760",33304,"M3456",0.09,"Yes"
"13761",33304,"M382",0,"No"
"13762",33304,"M3868",0.04,"Yes"
"13763",33321,"M1008",0.02,"No"
"13764",33321,"M1707",0,"No"
"13765",33321,"M1883",0,"No"
"13766",33321,"M2168",0.09,"Yes"
"13767",33321,"M2203",0,"No"
"13768",33321,"M2493",0,"No"
"13769",33321,"M3123",0.01,"No"
"13770",33321,"M3126",0.03,"No"
"13771",33321,"M3172",0.22,"Yes"
"13772",33321,"M3342",0.04,"Yes"
"13773",33321,"M3437",0.03,"No"
"13774",33321,"M3456",0.36,"Yes"
"13775",33321,"M382",0.02,"No"
"13776",33321,"M3868",0.03,"Yes"
"13777",33365,"M1008",0.16,"Yes"
"13778",33365,"M1707",0,"No"
"13779",33365,"M1883",0.02,"No"
"13780",33365,"M2168",0.09,"Yes"
"13781",33365,"M2203",0.01,"No"
"13782",33365,"M2493",0,"No"
"13783",33365,"M3123",0.01,"No"
"13784",33365,"M3126",0,"No"
"13785",33365,"M3172",0.5,"Yes"
"13786",33365,"M3342",0.04,"No"
"13787",33365,"M3437",0.06,"No"
"13788",33365,"M3456",0.16,"Yes"
"13789",33365,"M382",0.19,"Yes"
"13790",33365,"M3868",0.03,"No"
"13791",33371,"M1008",0,"No"
"13792",33371,"M1707",0,"No"
"13793",33371,"M1883",0.02,"No"
"13794",33371,"M2168",0.08,"Yes"
"13795",33371,"M2203",0,"No"
"13796",33371,"M2493",0,"No"
"13797",33371,"M3123",0.06,"No"
"13798",33371,"M3126",0,"No"
"13799",33371,"M3172",0.14,"Yes"
"13800",33371,"M3342",0.28,"Yes"
"13801",33371,"M3437",0.23,"Yes"
"13802",33371,"M3456",0.27,"Yes"
"13803",33371,"M382",0.03,"No"
"13804",33371,"M3868",0.02,"No"
"13805",33401,"M1008",0,"No"
"13806",33401,"M1707",0,"No"
"13807",33401,"M1883",0,"No"
"13808",33401,"M2168",0.11,"Yes"
"13809",33401,"M2203",0,"No"
"13810",33401,"M2493",0,"No"
"13811",33401,"M3123",0.05,"No"
"13812",33401,"M3126",0.01,"No"
"13813",33401,"M3172",0.1,"Yes"
"13814",33401,"M3342",0.02,"No"
"13815",33401,"M3437",0.03,"No"
"13816",33401,"M3456",0.27,"Yes"
"13817",33401,"M382",0.27,"Yes"
"13818",33401,"M3868",0.14,"Yes"
"13819",33405,"M1008",0,"No"
"13820",33405,"M1707",0,"No"
"13821",33405,"M1883",0,"No"
"13822",33405,"M2168",0.35,"Yes"
"13823",33405,"M2203",0,"No"
"13824",33405,"M2493",0,"No"
"13825",33405,"M3123",0.04,"No"
"13826",33405,"M3126",0.01,"No"
"13827",33405,"M3172",0.07,"Yes"
"13828",33405,"M3342",0.02,"No"
"13829",33405,"M3437",0.06,"No"
"13830",33405,"M3456",0.15,"Yes"
"13831",33405,"M382",0.14,"Yes"
"13832",33405,"M3868",0.49,"Yes"
"13833",33455,"M1008",0.01,"No"
"13834",33455,"M1707",0,"No"
"13835",33455,"M1883",0.07,"Yes"
"13836",33455,"M2168",0.04,"No"
"13837",33455,"M2203",0.02,"No"
"13838",33455,"M2493",0.01,"No"
"13839",33455,"M3123",0.03,"No"
"13840",33455,"M3126",0.03,"No"
"13841",33455,"M3172",0.17,"Yes"
"13842",33455,"M3342",0.01,"No"
"13843",33455,"M3437",0.05,"No"
"13844",33455,"M3456",0.07,"Yes"
"13845",33455,"M382",0.06,"Yes"
"13846",33455,"M3868",0.05,"Yes"
"13847",33480,"M1008",0.02,"No"
"13848",33480,"M1707",0,"No"
"13849",33480,"M1883",0.02,"No"
"13850",33480,"M2168",0.12,"No"
"13851",33480,"M2203",0,"No"
"13852",33480,"M2493",0.01,"No"
"13853",33480,"M3123",0.26,"Yes"
"13854",33480,"M3126",0.01,"No"
"13855",33480,"M3172",0.57,"Yes"
"13856",33480,"M3342",0.19,"Yes"
"13857",33480,"M3437",0.12,"No"
"13858",33480,"M3456",0.37,"Yes"
"13859",33480,"M382",0.42,"Yes"
"13860",33480,"M3868",0.05,"No"
"13861",33495,"M1008",0,"No"
"13862",33495,"M1707",0,"No"
"13863",33495,"M1883",0.01,"No"
"13864",33495,"M2168",0.12,"Yes"
"13865",33495,"M2203",0,"No"
"13866",33495,"M2493",0,"No"
"13867",33495,"M3123",0,"No"
"13868",33495,"M3126",0,"No"
"13869",33495,"M3172",0.17,"Yes"
"13870",33495,"M3342",0.13,"Yes"
"13871",33495,"M3437",0.04,"No"
"13872",33495,"M3456",0.07,"No"
"13873",33495,"M382",0.19,"Yes"
"13874",33495,"M3868",0.13,"Yes"
"13875",33531,"M1008",0.02,"No"
"13876",33531,"M1707",0,"No"
"13877",33531,"M1883",0,"No"
"13878",33531,"M2168",0.3,"Yes"
"13879",33531,"M2203",0,"No"
"13880",33531,"M2493",0.01,"No"
"13881",33531,"M3123",0.12,"Yes"
"13882",33531,"M3126",0.01,"No"
"13883",33531,"M3172",0.12,"Yes"
"13884",33531,"M3342",0.05,"Yes"
"13885",33531,"M3437",0.01,"No"
"13886",33531,"M3456",0.18,"Yes"
"13887",33531,"M382",0.05,"No"
"13888",33531,"M3868",0.02,"No"
"13889",33557,"M1008",0,"No"
"13890",33557,"M1707",0.02,"No"
"13891",33557,"M1883",0,"No"
"13892",33557,"M2168",0.7,"Yes"
"13893",33557,"M2203",0.01,"No"
"13894",33557,"M2493",0,"No"
"13895",33557,"M3123",0.09,"Yes"
"13896",33557,"M3126",0.02,"No"
"13897",33557,"M3172",0.76,"Yes"
"13898",33557,"M3342",0.19,"Yes"
"13899",33557,"M3437",0.02,"No"
"13900",33557,"M3456",0.07,"Yes"
"13901",33557,"M382",0.01,"No"
"13902",33557,"M3868",0.04,"No"
"13903",33571,"M1008",0,"No"
"13904",33571,"M1707",0,"No"
"13905",33571,"M1883",0,"No"
"13906",33571,"M2168",0.66,"Yes"
"13907",33571,"M2203",0,"No"
"13908",33571,"M2493",0.01,"No"
"13909",33571,"M3123",0.13,"No"
"13910",33571,"M3126",0.01,"No"
"13911",33571,"M3172",0.66,"Yes"
"13912",33571,"M3342",0.43,"Yes"
"13913",33571,"M3437",0.58,"Yes"
"13914",33571,"M3456",0.84,"Yes"
"13915",33571,"M382",0.35,"No"
"13916",33571,"M3868",0.01,"No"
"13917",33597,"M1008",0,"No"
"13918",33597,"M1707",0,"No"
"13919",33597,"M1883",0.01,"No"
"13920",33597,"M2168",0.3,"Yes"
"13921",33597,"M2203",0,"No"
"13922",33597,"M2493",0.02,"No"
"13923",33597,"M3123",0.01,"No"
"13924",33597,"M3126",0.02,"No"
"13925",33597,"M3172",0.22,"Yes"
"13926",33597,"M3342",0.1,"Yes"
"13927",33597,"M3437",0.01,"No"
"13928",33597,"M3456",0.22,"Yes"
"13929",33597,"M382",0.12,"Yes"
"13930",33597,"M3868",0.02,"No"
"13931",33619,"M1008",0,"No"
"13932",33619,"M1707",0,"No"
"13933",33619,"M1883",0,"No"
"13934",33619,"M2168",0.69,"Yes"
"13935",33619,"M2203",0,"No"
"13936",33619,"M2493",0,"No"
"13937",33619,"M3123",0.15,"Yes"
"13938",33619,"M3126",0.02,"No"
"13939",33619,"M3172",0.55,"Yes"
"13940",33619,"M3342",0.03,"No"
"13941",33619,"M3437",0.13,"No"
"13942",33619,"M3456",0.14,"Yes"
"13943",33619,"M382",0.01,"No"
"13944",33619,"M3868",0.35,"Yes"
"13945",33635,"M1008",0.02,"No"
"13946",33635,"M1707",0,"No"
"13947",33635,"M1883",0,"No"
"13948",33635,"M2168",0.76,"Yes"
"13949",33635,"M2203",0,"No"
"13950",33635,"M2493",0,"No"
"13951",33635,"M3123",0.45,"No"
"13952",33635,"M3126",0.02,"No"
"13953",33635,"M3172",0.51,"Yes"
"13954",33635,"M3342",0.61,"Yes"
"13955",33635,"M3437",0.53,"Yes"
"13956",33635,"M3456",0.5,"No"
"13957",33635,"M382",0.61,"Yes"
"13958",33635,"M3868",0.07,"No"
"13959",33660,"M1008",0.01,"No"
"13960",33660,"M1707",0,"No"
"13961",33660,"M1883",0,"No"
"13962",33660,"M2168",0.34,"Yes"
"13963",33660,"M2203",0,"No"
"13964",33660,"M2493",0,"No"
"13965",33660,"M3123",0.32,"Yes"
"13966",33660,"M3126",0.01,"No"
"13967",33660,"M3172",0.56,"Yes"
"13968",33660,"M3342",0.04,"No"
"13969",33660,"M3437",0.09,"No"
"13970",33660,"M3456",0.39,"Yes"
"13971",33660,"M382",0.15,"Yes"
"13972",33660,"M3868",0.03,"No"
"13973",33678,"M1008",0.04,"No"
"13974",33678,"M1707",0,"No"
"13975",33678,"M1883",0,"No"
"13976",33678,"M2168",0.25,"Yes"
"13977",33678,"M2203",0.01,"No"
"13978",33678,"M2493",0,"No"
"13979",33678,"M3123",0.03,"No"
"13980",33678,"M3126",0,"No"
"13981",33678,"M3172",0.23,"Yes"
"13982",33678,"M3342",0.31,"Yes"
"13983",33678,"M3437",0.07,"No"
"13984",33678,"M3456",0.49,"Yes"
"13985",33678,"M382",0.53,"Yes"
"13986",33678,"M3868",0.12,"No"
"13987",33738,"M1008",0,"No"
"13988",33738,"M1707",0.02,"No"
"13989",33738,"M1883",0.02,"No"
"13990",33738,"M2168",0.29,"Yes"
"13991",33738,"M2203",0.02,"No"
"13992",33738,"M2493",0.01,"No"
"13993",33738,"M3123",0.11,"No"
"13994",33738,"M3126",0.17,"Yes"
"13995",33738,"M3172",0.19,"Yes"
"13996",33738,"M3342",0.06,"No"
"13997",33738,"M3437",0.34,"Yes"
"13998",33738,"M3456",0.75,"Yes"
"13999",33738,"M382",0.04,"No"
"14000",33738,"M3868",0.06,"No"
"14001",33754,"M1008",0.04,"No"
"14002",33754,"M1707",0.02,"No"
"14003",33754,"M1883",0,"No"
"14004",33754,"M2168",0.73,"Yes"
"14005",33754,"M2203",0.01,"No"
"14006",33754,"M2493",0,"No"
"14007",33754,"M3123",0.07,"No"
"14008",33754,"M3126",0,"No"
"14009",33754,"M3172",0.22,"Yes"
"14010",33754,"M3342",0.06,"No"
"14011",33754,"M3437",0.25,"Yes"
"14012",33754,"M3456",0.55,"Yes"
"14013",33754,"M382",0.27,"Yes"
"14014",33754,"M3868",0.22,"No"
"14015",33759,"M1008",0.01,"No"
"14016",33759,"M1707",0.01,"No"
"14017",33759,"M1883",0.01,"No"
"14018",33759,"M2168",0.57,"Yes"
"14019",33759,"M2203",0,"No"
"14020",33759,"M2493",0,"No"
"14021",33759,"M3123",0.1,"Yes"
"14022",33759,"M3126",0,"No"
"14023",33759,"M3172",0.13,"Yes"
"14024",33759,"M3342",0.25,"Yes"
"14025",33759,"M3437",0.06,"No"
"14026",33759,"M3456",0.18,"Yes"
"14027",33759,"M382",0.05,"No"
"14028",33759,"M3868",0.02,"No"
"14029",33776,"M1008",0,"No"
"14030",33776,"M1707",0,"No"
"14031",33776,"M1883",0,"No"
"14032",33776,"M2168",0.29,"Yes"
"14033",33776,"M2203",0,"No"
"14034",33776,"M2493",0,"No"
"14035",33776,"M3123",0.07,"No"
"14036",33776,"M3126",0.02,"No"
"14037",33776,"M3172",0.11,"Yes"
"14038",33776,"M3342",0.25,"Yes"
"14039",33776,"M3437",0.12,"Yes"
"14040",33776,"M3456",0.22,"Yes"
"14041",33776,"M382",0.03,"No"
"14042",33776,"M3868",0,"No"
"14043",33798,"M1008",0.06,"No"
"14044",33798,"M1707",0,"No"
"14045",33798,"M1883",0,"No"
"14046",33798,"M2168",0.76,"Yes"
"14047",33798,"M2203",0,"No"
"14048",33798,"M2493",0,"No"
"14049",33798,"M3123",0.25,"Yes"
"14050",33798,"M3126",0,"No"
"14051",33798,"M3172",0.77,"Yes"
"14052",33798,"M3342",0.22,"Yes"
"14053",33798,"M3437",0.02,"No"
"14054",33798,"M3456",0.05,"No"
"14055",33798,"M382",0.27,"Yes"
"14056",33798,"M3868",0.01,"No"
"14057",33816,"M1008",0,"No"
"14058",33816,"M1707",0,"No"
"14059",33816,"M1883",0,"No"
"14060",33816,"M2168",0.4,"Yes"
"14061",33816,"M2203",0,"No"
"14062",33816,"M2493",0.01,"No"
"14063",33816,"M3123",0.07,"Yes"
"14064",33816,"M3126",0,"No"
"14065",33816,"M3172",0.22,"Yes"
"14066",33816,"M3342",0.07,"Yes"
"14067",33816,"M3437",0.03,"No"
"14068",33816,"M3456",0.3,"Yes"
"14069",33816,"M382",0.01,"No"
"14070",33816,"M3868",0.03,"No"
"14071",33836,"M1008",0.03,"No"
"14072",33836,"M1707",0.01,"No"
"14073",33836,"M1883",0,"No"
"14074",33836,"M2168",0.48,"Yes"
"14075",33836,"M2203",0,"No"
"14076",33836,"M2493",0,"No"
"14077",33836,"M3123",0.05,"No"
"14078",33836,"M3126",0,"No"
"14079",33836,"M3172",0.49,"Yes"
"14080",33836,"M3342",0.05,"No"
"14081",33836,"M3437",0.25,"Yes"
"14082",33836,"M3456",0.27,"Yes"
"14083",33836,"M382",0.25,"Yes"
"14084",33836,"M3868",0.09,"No"
"14085",33890,"M1008",0,"No"
"14086",33890,"M1707",0,"No"
"14087",33890,"M1883",0.04,"No"
"14088",33890,"M2168",0.23,"Yes"
"14089",33890,"M2203",0,"No"
"14090",33890,"M2493",0,"No"
"14091",33890,"M3123",0.05,"No"
"14092",33890,"M3126",0,"No"
"14093",33890,"M3172",0.1,"Yes"
"14094",33890,"M3342",0.09,"No"
"14095",33890,"M3437",0.19,"Yes"
"14096",33890,"M3456",0.35,"Yes"
"14097",33890,"M382",0.48,"Yes"
"14098",33890,"M3868",0.07,"No"
"14099",33893,"M1008",0,"No"
"14100",33893,"M1707",0,"No"
"14101",33893,"M1883",0,"No"
"14102",33893,"M2168",0.51,"Yes"
"14103",33893,"M2203",0,"No"
"14104",33893,"M2493",0,"No"
"14105",33893,"M3123",0.03,"No"
"14106",33893,"M3126",0,"No"
"14107",33893,"M3172",0.38,"Yes"
"14108",33893,"M3342",0.15,"Yes"
"14109",33893,"M3437",0.4,"Yes"
"14110",33893,"M3456",0.14,"Yes"
"14111",33893,"M382",0.05,"No"
"14112",33893,"M3868",0.02,"No"
"14113",33894,"M1008",0.03,"No"
"14114",33894,"M1707",0,"No"
"14115",33894,"M1883",0,"No"
"14116",33894,"M2168",0.64,"Yes"
"14117",33894,"M2203",0,"No"
"14118",33894,"M2493",0,"No"
"14119",33894,"M3123",0.35,"Yes"
"14120",33894,"M3126",0.01,"No"
"14121",33894,"M3172",0.23,"Yes"
"14122",33894,"M3342",0.7,"Yes"
"14123",33894,"M3437",0.08,"No"
"14124",33894,"M3456",0.12,"No"
"14125",33894,"M382",0.41,"Yes"
"14126",33894,"M3868",0.03,"No"
"14127",33895,"M1008",0,"No"
"14128",33895,"M1707",0,"No"
"14129",33895,"M1883",0,"No"
"14130",33895,"M2168",0.12,"Yes"
"14131",33895,"M2203",0,"No"
"14132",33895,"M2493",0.13,"Yes"
"14133",33895,"M3123",0.08,"No"
"14134",33895,"M3126",0,"No"
"14135",33895,"M3172",0.16,"Yes"
"14136",33895,"M3342",0.14,"Yes"
"14137",33895,"M3437",0.02,"No"
"14138",33895,"M3456",0.05,"No"
"14139",33895,"M382",0.56,"Yes"
"14140",33895,"M3868",0.01,"No"
"14141",33925,"M1008",0.02,"No"
"14142",33925,"M1707",0.01,"No"
"14143",33925,"M1883",0.02,"No"
"14144",33925,"M2168",0.26,"Yes"
"14145",33925,"M2203",0,"No"
"14146",33925,"M2493",0.01,"No"
"14147",33925,"M3123",0.16,"No"
"14148",33925,"M3126",0,"No"
"14149",33925,"M3172",0.71,"Yes"
"14150",33925,"M3342",0.3,"Yes"
"14151",33925,"M3437",0.03,"No"
"14152",33925,"M3456",0.25,"No"
"14153",33925,"M382",0.34,"Yes"
"14154",33925,"M3868",0.29,"Yes"
"14155",33961,"M1008",0.03,"No"
"14156",33961,"M1707",0,"No"
"14157",33961,"M1883",0,"No"
"14158",33961,"M2168",0.28,"Yes"
"14159",33961,"M2203",0,"No"
"14160",33961,"M2493",0,"No"
"14161",33961,"M3123",0.02,"No"
"14162",33961,"M3126",0,"No"
"14163",33961,"M3172",0.29,"Yes"
"14164",33961,"M3342",0.05,"No"
"14165",33961,"M3437",0.02,"No"
"14166",33961,"M3456",0.43,"Yes"
"14167",33961,"M382",0.1,"Yes"
"14168",33961,"M3868",0.09,"Yes"
"14169",33964,"M1008",0.04,"Yes"
"14170",33964,"M1707",0,"No"
"14171",33964,"M1883",0,"No"
"14172",33964,"M2168",0.1,"Yes"
"14173",33964,"M2203",0,"No"
"14174",33964,"M2493",0,"No"
"14175",33964,"M3123",0.09,"Yes"
"14176",33964,"M3126",0,"No"
"14177",33964,"M3172",0.28,"Yes"
"14178",33964,"M3342",0.02,"No"
"14179",33964,"M3437",0.02,"No"
"14180",33964,"M3456",0.07,"Yes"
"14181",33964,"M382",0.04,"No"
"14182",33964,"M3868",0.03,"No"
"14183",33982,"M1008",0.03,"No"
"14184",33982,"M1707",0,"No"
"14185",33982,"M1883",0,"No"
"14186",33982,"M2168",0.32,"Yes"
"14187",33982,"M2203",0,"No"
"14188",33982,"M2493",0.01,"No"
"14189",33982,"M3123",0.02,"No"
"14190",33982,"M3126",0,"No"
"14191",33982,"M3172",0.54,"Yes"
"14192",33982,"M3342",0.04,"Yes"
"14193",33982,"M3437",0.03,"No"
"14194",33982,"M3456",0.03,"No"
"14195",33982,"M382",0.09,"Yes"
"14196",33982,"M3868",0.12,"Yes"
"14197",34001,"M1008",0,"No"
"14198",34001,"M1707",0,"No"
"14199",34001,"M1883",0,"No"
"14200",34001,"M2168",0.11,"Yes"
"14201",34001,"M2203",0,"No"
"14202",34001,"M2493",0,"No"
"14203",34001,"M3123",0.03,"Yes"
"14204",34001,"M3126",0,"No"
"14205",34001,"M3172",0.18,"Yes"
"14206",34001,"M3342",0.04,"Yes"
"14207",34001,"M3437",0.02,"No"
"14208",34001,"M3456",0.18,"Yes"
"14209",34001,"M382",0,"No"
"14210",34001,"M3868",0.03,"No"
"14211",34002,"M1008",0.12,"Yes"
"14212",34002,"M1707",0,"No"
"14213",34002,"M1883",0.03,"No"
"14214",34002,"M2168",0.4,"Yes"
"14215",34002,"M2203",0,"No"
"14216",34002,"M2493",0.01,"No"
"14217",34002,"M3123",0.06,"No"
"14218",34002,"M3126",0.02,"No"
"14219",34002,"M3172",0.05,"No"
"14220",34002,"M3342",0.09,"No"
"14221",34002,"M3437",0.13,"Yes"
"14222",34002,"M3456",0.13,"Yes"
"14223",34002,"M382",0.2,"Yes"
"14224",34002,"M3868",0.02,"No"
"14225",34016,"M1008",0.02,"No"
"14226",34016,"M1707",0,"No"
"14227",34016,"M1883",0,"No"
"14228",34016,"M2168",0.23,"Yes"
"14229",34016,"M2203",0,"No"
"14230",34016,"M2493",0,"No"
"14231",34016,"M3123",0.08,"Yes"
"14232",34016,"M3126",0.03,"No"
"14233",34016,"M3172",0.04,"No"
"14234",34016,"M3342",0.06,"No"
"14235",34016,"M3437",0.16,"Yes"
"14236",34016,"M3456",0.31,"Yes"
"14237",34016,"M382",0.1,"Yes"
"14238",34016,"M3868",0.02,"No"
"14239",34017,"M1008",0.01,"No"
"14240",34017,"M1707",0.01,"No"
"14241",34017,"M1883",0,"No"
"14242",34017,"M2168",0.76,"Yes"
"14243",34017,"M2203",0,"No"
"14244",34017,"M2493",0,"No"
"14245",34017,"M3123",0.11,"Yes"
"14246",34017,"M3126",0,"No"
"14247",34017,"M3172",0.37,"Yes"
"14248",34017,"M3342",0.04,"No"
"14249",34017,"M3437",0.04,"No"
"14250",34017,"M3456",0.7,"Yes"
"14251",34017,"M382",0,"No"
"14252",34017,"M3868",0.08,"Yes"
"14253",34067,"M1008",0.03,"No"
"14254",34067,"M1707",0,"No"
"14255",34067,"M1883",0,"No"
"14256",34067,"M2168",0.82,"Yes"
"14257",34067,"M2203",0,"No"
"14258",34067,"M2493",0,"No"
"14259",34067,"M3123",0.29,"Yes"
"14260",34067,"M3126",0,"No"
"14261",34067,"M3172",0.59,"Yes"
"14262",34067,"M3342",0.56,"Yes"
"14263",34067,"M3437",0.04,"No"
"14264",34067,"M3456",0.42,"Yes"
"14265",34067,"M382",0.19,"No"
"14266",34067,"M3868",0.02,"No"
"14267",34078,"M1008",0,"No"
"14268",34078,"M1707",0,"No"
"14269",34078,"M1883",0,"No"
"14270",34078,"M2168",0.03,"Yes"
"14271",34078,"M2203",0.01,"No"
"14272",34078,"M2493",0.01,"No"
"14273",34078,"M3123",0,"No"
"14274",34078,"M3126",0,"No"
"14275",34078,"M3172",0.08,"Yes"
"14276",34078,"M3342",0.03,"Yes"
"14277",34078,"M3437",0.02,"No"
"14278",34078,"M3456",0.36,"Yes"
"14279",34078,"M382",0.01,"No"
"14280",34078,"M3868",0.29,"Yes"
"14281",34091,"M1008",0,"No"
"14282",34091,"M1707",0,"No"
"14283",34091,"M1883",0.21,"Yes"
"14284",34091,"M2168",0.11,"No"
"14285",34091,"M2203",0,"No"
"14286",34091,"M2493",0.09,"No"
"14287",34091,"M3123",0.08,"No"
"14288",34091,"M3126",0.02,"No"
"14289",34091,"M3172",0.04,"No"
"14290",34091,"M3342",0.12,"Yes"
"14291",34091,"M3437",0.13,"Yes"
"14292",34091,"M3456",0.43,"Yes"
"14293",34091,"M382",0.62,"Yes"
"14294",34091,"M3868",0.07,"No"
"14295",34144,"M1008",0.06,"No"
"14296",34144,"M1707",0.01,"No"
"14297",34144,"M1883",0,"No"
"14298",34144,"M2168",0.34,"Yes"
"14299",34144,"M2203",0,"No"
"14300",34144,"M2493",0,"No"
"14301",34144,"M3123",0.07,"No"
"14302",34144,"M3126",0,"No"
"14303",34144,"M3172",0.38,"Yes"
"14304",34144,"M3342",0.12,"Yes"
"14305",34144,"M3437",0.08,"No"
"14306",34144,"M3456",0.43,"Yes"
"14307",34144,"M382",0.34,"Yes"
"14308",34144,"M3868",0.04,"No"
"14309",34149,"M1008",0.06,"No"
"14310",34149,"M1707",0,"No"
"14311",34149,"M1883",0,"No"
"14312",34149,"M2168",0.5,"Yes"
"14313",34149,"M2203",0,"No"
"14314",34149,"M2493",0.01,"No"
"14315",34149,"M3123",0.25,"Yes"
"14316",34149,"M3126",0.02,"No"
"14317",34149,"M3172",0.24,"Yes"
"14318",34149,"M3342",0.22,"Yes"
"14319",34149,"M3437",0.05,"No"
"14320",34149,"M3456",0.05,"No"
"14321",34149,"M382",0.16,"Yes"
"14322",34149,"M3868",0.03,"No"
"14323",34154,"M1008",0.05,"No"
"14324",34154,"M1707",0,"No"
"14325",34154,"M1883",0.08,"No"
"14326",34154,"M2168",0.2,"Yes"
"14327",34154,"M2203",0,"No"
"14328",34154,"M2493",0.01,"No"
"14329",34154,"M3123",0.12,"No"
"14330",34154,"M3126",0.02,"No"
"14331",34154,"M3172",0.61,"Yes"
"14332",34154,"M3342",0.2,"Yes"
"14333",34154,"M3437",0.18,"No"
"14334",34154,"M3456",0.39,"Yes"
"14335",34154,"M382",0.3,"Yes"
"14336",34154,"M3868",0.06,"No"
"14337",34157,"M1008",0,"No"
"14338",34157,"M1707",0,"No"
"14339",34157,"M1883",0,"No"
"14340",34157,"M2168",0.46,"Yes"
"14341",34157,"M2203",0.01,"No"
"14342",34157,"M2493",0,"No"
"14343",34157,"M3123",0.07,"Yes"
"14344",34157,"M3126",0.02,"No"
"14345",34157,"M3172",0.04,"No"
"14346",34157,"M3342",0.05,"Yes"
"14347",34157,"M3437",0.04,"No"
"14348",34157,"M3456",0.21,"Yes"
"14349",34157,"M382",0.02,"No"
"14350",34157,"M3868",0.11,"Yes"
"14351",34169,"M1008",0,"No"
"14352",34169,"M1707",0.02,"No"
"14353",34169,"M1883",0,"No"
"14354",34169,"M2168",0.37,"Yes"
"14355",34169,"M2203",0.01,"No"
"14356",34169,"M2493",0,"No"
"14357",34169,"M3123",0.03,"No"
"14358",34169,"M3126",0,"No"
"14359",34169,"M3172",0.56,"Yes"
"14360",34169,"M3342",0.43,"Yes"
"14361",34169,"M3437",0.12,"No"
"14362",34169,"M3456",0.48,"Yes"
"14363",34169,"M382",0.12,"No"
"14364",34169,"M3868",0.24,"Yes"
"14365",34170,"M1008",0.02,"No"
"14366",34170,"M1707",0,"No"
"14367",34170,"M1883",0,"No"
"14368",34170,"M2168",0.59,"Yes"
"14369",34170,"M2203",0,"No"
"14370",34170,"M2493",0,"No"
"14371",34170,"M3123",0.02,"No"
"14372",34170,"M3126",0,"No"
"14373",34170,"M3172",0.64,"Yes"
"14374",34170,"M3342",0.28,"Yes"
"14375",34170,"M3437",0,"No"
"14376",34170,"M3456",0.11,"Yes"
"14377",34170,"M382",0.69,"Yes"
"14378",34170,"M3868",0.02,"No"
"14379",34245,"M1008",0.05,"No"
"14380",34245,"M1707",0,"No"
